見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,学校における消費者教育,イベント,10月27日、11月17日、12月15日 いずれも土曜13:30～15:30,,,100人程度（先着順）,,,入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,図書館バックヤード見学～一般の部～,イベント,10月28日（日）10:30～11:40、14:00～15:10,,県内在住・在勤・在学の中学生以上,各10人（先着順）,,10月12～26日,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,, 企画展「万葉を集う　水彩画展」,展示,10月4日（木）～11月18日（日）,,,,,,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,日曜体験教室「はじめての茶道」,イベント,10月14日（日）(1)13:00～ (2)14:00～(3)15:00～,,小学生以上（小学生は保護者同伴）,各５人（先着順）,500円 , 事前申込,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,あさもよし　きのくに歴史講座「石垣から見た和歌山城築城」 ,イベント,10月28日（日）13:30～15:00,,中学生以上 ,30人（先着順）,500円,,入場無料
片男波公園万葉館,073-446-5553　,073-446-5554,〒641-0022　 和歌山市和歌浦南3-1700,9:00～17:00 （入館は16:30まで）,,マリンバ・コンサート,イベント,11月3日（祝）15:00～16:00,,３歳以上（小学生以下は保護者同伴）,50人（先着順）,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,第5回郷土食カフェ,イベント,10月18日（木）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,栄養士グループNAGA 食育体験イベント,イベント,10月20日（土）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,秋のボタニカルアート教室　,イベント,10月20日（土）・21日（日）,,,36人（先着順）,"1,000円",,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,シャボテン・多肉植物即売会,イベント,11月3日（祝）・4日（日）,,,,,,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,,(1)10月5日（金）・14日（日）・21日（日）・28日（日）、11月5日（月）・11日（日）・25日（日）11:00～(2)10月12日（金）13:00～(3)10月13日（土）14:00～(4)10月19日（金）13:00～,(1)県動物愛護センター(2)西牟婁振興局（田辺市）(3)和歌山市保健所(4)那賀振興局（岩出市）,,,"※譲渡を受けるには受講と、犬については狂犬病予防ワクチン接種代2,640円が必要です。",,入場無料
